Time,Recommendations
10:30:00,"[['channel_8'], ['channel_11'], ['channel_4'], ['channel_3'], ['channel_2'], ['channel_14'], ['channel_6'], ['channel_5'], ['channel_7'], ['channel_18']]"
11:00:00,"[['channel_8'], ['channel_11'], ['channel_4'], ['channel_3'], ['channel_2'], ['channel_14'], ['channel_6'], ['channel_5'], ['channel_7'], ['channel_18']]"
11:30:00,"[['channel_8'], ['channel_11'], ['channel_4'], ['channel_3'], ['channel_2'], ['channel_14'], ['channel_6'], ['channel_5'], ['channel_7'], ['channel_18']]"
12:00:00,"[['channel_8'], ['channel_11'], ['channel_4'], ['channel_3'], ['channel_2'], ['channel_6'], ['channel_14'], ['channel_5'], ['channel_7'], ['channel_18']]"
12:30:00,"[['channel_8'], ['channel_11'], ['channel_4'], ['channel_3'], ['channel_2'], ['channel_14'], ['channel_6'], ['channel_5'], ['channel_7'], ['channel_18']]"
13:00:00,"[['channel_8'], ['channel_11'], ['channel_4'], ['channel_3'], ['channel_2'], ['channel_14'], ['channel_6'], ['channel_5'], ['channel_7'], ['channel_18']]"
13:30:00,"[['channel_8'], ['channel_11'], ['channel_4'], ['channel_3'], ['channel_2'], ['channel_6'], ['channel_14'], ['channel_5'], ['channel_7'], ['channel_18']]"
14:00:00,"[['channel_8'], ['channel_11'], ['channel_3'], ['channel_4'], ['channel_2'], ['channel_6'], ['channel_14'], ['channel_5'], ['channel_7'], ['channel_18']]"
14:30:00,"[['channel_8'], ['channel_11'], ['channel_4'], ['channel_3'], ['channel_2'], ['channel_14'], ['channel_6'], ['channel_5'], ['channel_7'], ['channel_18']]"
15:00:00,"[['channel_8'], ['channel_11'], ['channel_4'], ['channel_3'], ['channel_2'], ['channel_14'], ['channel_6'], ['channel_5'], ['channel_7'], ['channel_18']]"
15:30:00,"[['channel_8'], ['channel_11'], ['channel_4'], ['channel_3'], ['channel_2'], ['channel_14'], ['channel_6'], ['channel_5'], ['channel_7'], ['channel_18']]"
16:00:00,"[['channel_8'], ['channel_11'], ['channel_3'], ['channel_4'], ['channel_2'], ['channel_6'], ['channel_14'], ['channel_5'], ['channel_7'], ['channel_18']]"
16:30:00,"[['channel_8'], ['channel_11'], ['channel_2'], ['channel_3'], ['channel_4'], ['channel_14'], ['channel_6'], ['channel_5'], ['channel_7'], ['channel_19']]"
17:00:00,"[['channel_8'], ['channel_11'], ['channel_2'], ['channel_3'], ['channel_4'], ['channel_6'], ['channel_14'], ['channel_5'], ['channel_19'], ['channel_7']]"
17:30:00,"[['channel_8'], ['channel_11'], ['channel_3'], ['channel_2'], ['channel_4'], ['channel_6'], ['channel_14'], ['channel_5'], ['channel_7'], ['channel_19']]"
18:00:00,"[['channel_8'], ['channel_11'], ['channel_2'], ['channel_3'], ['channel_4'], ['channel_6'], ['channel_14'], ['channel_5'], ['channel_7'], ['channel_18']]"
18:30:00,"[['channel_8'], ['channel_2'], ['channel_11'], ['channel_3'], ['channel_4'], ['channel_6'], ['channel_14'], ['channel_5'], ['channel_13'], ['channel_7']]"
19:00:00,"[['channel_8'], ['channel_2'], ['channel_11'], ['channel_4'], ['channel_3'], ['channel_6'], ['channel_13'], ['channel_14'], ['channel_5'], ['channel_7']]"
19:30:00,"[['channel_8'], ['channel_2'], ['channel_4'], ['channel_3'], ['channel_11'], ['channel_14'], ['channel_6'], ['channel_13'], ['channel_5'], ['channel_7']]"
20:00:00,"[['channel_8'], ['channel_2'], ['channel_4'], ['channel_3'], ['channel_11'], ['channel_6'], ['channel_14'], ['channel_5'], ['channel_7'], ['channel_18']]"
20:30:00,"[['channel_8'], ['channel_2'], ['channel_4'], ['channel_3'], ['channel_11'], ['channel_14'], ['channel_6'], ['channel_5'], ['channel_7'], ['channel_18']]"
21:00:00,"[['channel_8'], ['channel_2'], ['channel_11'], ['channel_4'], ['channel_3'], ['channel_6'], ['channel_14'], ['channel_5'], ['channel_7'], ['channel_18']]"
21:30:00,"[['channel_8'], ['channel_11'], ['channel_2'], ['channel_4'], ['channel_3'], ['channel_6'], ['channel_14'], ['channel_5'], ['channel_7'], ['channel_18']]"
22:00:00,"[['channel_8'], ['channel_11'], ['channel_4'], ['channel_3'], ['channel_2'], ['channel_6'], ['channel_14'], ['channel_5'], ['channel_7'], ['channel_18']]"
22:30:00,"[['channel_8'], ['channel_11'], ['channel_4'], ['channel_3'], ['channel_2'], ['channel_6'], ['channel_14'], ['channel_5'], ['channel_7'], ['channel_18']]"
23:00:00,"[['channel_8'], ['channel_4'], ['channel_11'], ['channel_3'], ['channel_2'], ['channel_6'], ['channel_14'], ['channel_5'], ['channel_7'], ['channel_18']]"
23:30:00,"[['channel_8'], ['channel_3'], ['channel_4'], ['channel_11'], ['channel_14'], ['channel_2'], ['channel_6'], ['channel_5'], ['channel_7'], ['channel_18']]"
